stop_id,stop_name,stop_desc,stop_lat,stop_lon,
301095,MARCUS GARVEY BL/PARK AV,,40.698204,-73.941180,
301096,MARCUS GARVEY BL/MYRTLE AV,,40.696426,-73.940814,
301097,MARCUS GARVEY BL/WILLOUGHBY AV,,40.694573,-73.940434,
301098,MARCUS GARVEY BL/PULASKI ST,,40.693096,-73.940136,
301099,MARCUS GARVEY BL/DE KALB AV,,40.692355,-73.939992,
301100,MARCUS GARVEY BL/LAFAYETTE AV,,40.690883,-73.939701,
301101,MARCUS GARVEY BL/LEXINGTON AV,,40.688685,-73.939245,
301103,MARCUS GARVEY BL/MADISON ST,,40.685756,-73.938671,
301104,MARCUS GARVEY BL/JEFFERSON AV,,40.684290,-73.938388,
301105,MARCUS GARVEY BL/HALSEY ST,,40.683260,-73.938179,
301106,MARCUS GARVEY BL/MAC DONOUGH ST,,40.681772,-73.937885,
301107,MARCUS GARVEY BL/FULTON ST,,40.679749,-73.937438,
301108,ALBANY AV/FULTON ST,,40.679344,-73.938508,
301109,ALBANY AV/ATLANTIC AV,,40.677483,-73.938726,
301110,DEAN ST/ALBANY AV,,40.676193,-73.938330,
301115,ROCHESTER AV/BERGEN ST,,40.674586,-73.927855,
301116,ST MARKS AV/ROCHESTER AV,,40.673914,-73.927351,
301117,BUFFALO AV/PROSPECT PL,,40.673220,-73.925214,
301118,BUFFALO AV/PARK PL,,40.671711,-73.925357,
301119,ST JOHNS PL/BUFFALO AV,,40.670182,-73.925012,
301120,ST JOHNS PL/RALPH AV,,40.670049,-73.922612,
301121,RALPH AV/EASTERN PY,,40.667812,-73.922758,
301122,RALPH AV/EAST NEW YORK AV,,40.666875,-73.922761,
301123,RALPH AV/SUTTER AV,,40.665042,-73.922325,
301124,E 98 ST/WINTHROP ST,,40.662768,-73.920547,
301125,E 98 ST/CLARKSON AV,,40.661366,-73.918916,
301126,E 98 ST/LENOX RD,,40.659733,-73.917170,
301127,E 98 ST/WILLMOHR ST,,40.658095,-73.915349,
301128,E 98 ST/CHURCH AV,,40.656541,-73.913624,
301132,HEGEMAN AV/ROCKAWAY AV,,40.656280,-73.906863,
301133,HEGEMAN AV/OSBORN ST,,40.656548,-73.905046,
301135,NEW LOTS AV/SACKMAN ST,,40.658019,-73.901509,
301136,NEW LOTS AV/VAN SINDEREN AV,,40.658999,-73.899316,
301137,NEW LOTS AV/HINSDALE ST,,40.659931,-73.897228,
301138,NEW LOTS AV/MALTA ST,,40.660517,-73.895929,
301139,NEW LOTS AV/GEORGIA AV,,40.661128,-73.894559,
301141,NEW LOTS AV/VERMONT ST,,40.662670,-73.891063,
301142,NEW LOTS AV/BRADFORD ST,,40.663415,-73.889375,
301143,NEW LOTS AV/MILLER AV,,40.663727,-73.888661,
301144,NEW LOTS AV/SCHENCK AV,,40.664844,-73.886104,
301145,NEW LOTS AV/JEROME ST,,40.665575,-73.884397,
301146,NEW LOTS AV/ASHFORD ST,,40.666296,-73.882727,
301147,NEW LOTS AV/ELTON ST,,40.666920,-73.881284,
301148,NEW LOTS AV/ESSEX ST,,40.667599,-73.879711,
301149,NEW LOTS AV/BERRIMAN ST,,40.668136,-73.878442,
301151,DUMONT AV/MONTAUK AV,,40.668896,-73.876313,
301152,DUMONT AV/FOUNTAIN AV,,40.669240,-73.873934,
301153,FOUNTAIN AV/HEGEMAN AV,,40.667740,-73.872750,
301154,LINDEN BL SRVC RD/FOUNTAIN AV,,40.666622,-73.871589,
301155,LINDEN BL/EUCLID AV,,40.667861,-73.869791,
301156,LINDEN BL/CRESCENT ST,,40.668530,-73.868039,
301162,52 ST/2 AV,,40.647742,-74.017809,
301168,50 ST/6 AV,,40.643530,-74.007812,
301170,50 ST/8 AV,,40.640876,-74.003419,
301171,50 ST/9 AV,,40.639553,-74.001221,
301172,50 ST/10 AV,,40.638227,-73.999020,
301173,50 ST/FT HAMILTON PY,,40.637656,-73.998083,
301174,50 ST/11 AV,,40.636887,-73.996815,
301175,50 ST/NEW UTRECHT AV,,40.635485,-73.994491,
301177,50 ST/14 AV,,40.632924,-73.990247,
301178,50 ST/15 AV,,40.631556,-73.987988,
301179,50 ST/16 AV,,40.630239,-73.985805,
301180,50 ST/17 AV,,40.628740,-73.983327,
301182,50 ST/19 AV,,40.626096,-73.978947,
301183,50 ST/20 AV,,40.625063,-73.977236,
301184,AV I/MC DONALD AV,,40.625972,-73.975756,
301185,AV I/E 3 ST,,40.626196,-73.973731,
301187,AV I/E 7 ST,,40.626703,-73.969156,
301188,AV I/E 9 ST,,40.626922,-73.967170,
301189,CONEY ISLAND AV/AV I,,40.626702,-73.965676,
301278,CONEY ISLAND AV/AV I,,40.627007,-73.965515,
301279,AV I/E 9 ST,,40.626961,-73.967970,
301280,AV I/E 7 ST,,40.626744,-73.969973,
301281,AV I/OCEAN PY,,40.626558,-73.971627,
301282,AV I/E 3 ST,,40.626232,-73.974581,
301283,AV I/MC DONALD AV,,40.626060,-73.976073,
301286,49 ST/18 AV,,40.628542,-73.981288,
301287,49 ST/17 AV,,40.629780,-73.983334,
301288,49 ST/16 AV,,40.631241,-73.985751,
301289,49 ST/15 AV,,40.632558,-73.988008,
301290,49 ST/14 AV,,40.633931,-73.990207,
301292,49 ST/NEW UTRECHT AV,,40.636566,-73.994628,
301293,49 ST/11 AV,,40.637898,-73.996775,
301295,49 ST/10 AV,,40.638943,-73.998559,
301296,49 ST/9 AV,,40.640598,-74.001250,
301297,49 ST/8 AV,,40.641916,-74.003423,
301298,49 ST/7 AV,,40.643231,-74.005610,
301309,PARKSIDE AV/OCEAN AV,,40.655129,-73.961122,
301310,PARKSIDE AV/FLATBUSH AV,,40.655518,-73.960028,
301311,PARKSIDE AV/BEDFORD AV,,40.655815,-73.956542,
301312,CLARKSON AV/BEDFORD AV,,40.655014,-73.955872,
301313,CLARKSON AV/ROGERS AV,,40.655183,-73.953068,
301314,CLARKSON AV/NOSTRAND AV,,40.655391,-73.949267,
301315,CLARKSON AV/NEW YORK AV,,40.655537,-73.946750,
301316,CLARKSON AV/KINGS CNTY HOS MAIN,,40.655687,-73.944335,
301317,CLARKSON AV/E 38 ST,,40.655828,-73.942022,
301318,ALBANY AV/CLARKSON AV,,40.656401,-73.939505,
301319,ALBANY AV/WINTHROP ST,,40.657693,-73.939559,
301320,ALBANY AV/HAWTHORNE ST,,40.658811,-73.939518,
301321,ALBANY AV/RUTLAND RD,,40.660425,-73.939686,
301322,ALBANY AV/MAPLE ST,,40.661748,-73.939829,
301323,EAST NEW YORK AV/ALBANY AV,,40.662266,-73.938343,
301326,LEFFERTS AV/SCHENECTADY AV,,40.663282,-73.934705,
301328,EAST NEW YORK AV/E 92 ST,,40.664058,-73.929518,
301329,EAST NEW YORK AV/E 94 ST,,40.664727,-73.927841,
301330,EAST NEW YORK AV/E 96 ST,,40.665612,-73.925955,
301332,EAST NEW YORK AV/RALPH AV,,40.666947,-73.922893,
301333,EAST NEW YORK AV/UNION ST,,40.667597,-73.921410,
301334,PITKIN AV/HOWARD AV,,40.668304,-73.919571,
301339,EAST NEW YORK AV/BRISTOL ST,,40.671419,-73.912689,
301340,EAST NEW YORK AV/ROCKAWAY AV,,40.672195,-73.910918,
301342,EAST NEW YORK AV/SACKMAN ST,,40.674503,-73.905634,
301343,EAST NEW YORK AV/JUNIUS ST,,40.675040,-73.904496,
301384,JAMAICA AV/FANCHON PL,,40.677717,-73.898425,
301386,PACIFIC ST/EAST NEW YORK AV,,40.675270,-73.905186,
301387,SACKMAN ST/DEAN ST,,40.674606,-73.906329,
301388,EAST NEW YORK AV/MOTHER GASTON BL,,40.673244,-73.908786,
301389,EAST NEW YORK AV/ST MARKS AV,,40.672850,-73.909703,
301390,EAST NEW YORK AV/ROCKAWAY AV,,40.671959,-73.911737,
301392,EAST NEW YORK AV/SARATOGA AV,,40.669094,-73.918279,
301395,EAST NEW YORK AV/E 96 ST,,40.665500,-73.926604,
301397,EAST NEW YORK AV/E 95 ST,,40.665092,-73.927538,
301398,EAST NEW YORK AV/MONTGOMERY ST,,40.664111,-73.929791,
301400,SCHENECTADY AV/LEFFERTS AV,,40.662996,-73.934597,
301402,EAST NEW YORK AV/TROY AV,,40.662433,-73.937773,
301403,ALBANY AV/EAST NEW YORK AV,,40.661789,-73.940005,
301404,ALBANY AV/MIDWOOD ST,,40.660488,-73.939869,
301405,ALBANY AV/FENIMORE ST,,40.659453,-73.939751,
301406,ALBANY AV/WINTHROP ST,,40.657062,-73.939817,
301407,CLARKSON AV/ALBANY AV,,40.656110,-73.940053,
301408,CLARKSON AV/E 39 ST,,40.655993,-73.941877,
301409,CLARKSON AV/NEW YORK AV,,40.655672,-73.947017,
301410,CLARKSON AV/NOSTRAND AV,,40.655431,-73.950929,
301411,CLARKSON AV/ROGERS AV,,40.655312,-73.952834,
301412,CLARKSON AV/BEDFORD AV,,40.655064,-73.956856,
301413,CLARKSON AV/FLATBUSH AV,,40.654903,-73.959570,
301414,WOODRUFF AV/OCEAN AV,,40.654176,-73.961621,
301418,FOUNTAIN AV/VANDALIA AV,,40.659222,-73.866128,
301419,CRESCENT ST/FLATLANDS AV,,40.660961,-73.865857,
301420,CRESCENT ST/COZINE AV,,40.662570,-73.866734,
301421,CRESCENT ST/WORTMAN AV,,40.664223,-73.867149,
301427,SUTTER AV/CRESCENT ST,,40.673037,-73.869640,
301429,CRESCENT ST/PITKIN AV,,40.675584,-73.869956,
301430,CRESCENT ST/GLENMORE AV,,40.676785,-73.870238,
301431,CRESCENT ST/LIBERTY AV,,40.678074,-73.870557,
301435,CRESCENT ST/FULTON ST,,40.683955,-73.872228,
301436,CRESCENT ST/RIDGEWOOD AV,,40.685721,-73.872767,
301437,CRESCENT ST/ETNA ST,,40.687212,-73.873251,
301439,JAMAICA AV/CYPRESS HILLS ST,,40.688680,-73.875592,
301492,CYPRESS HILLS ST/JAMAICA AV,,40.688745,-73.875937,
301493,JAMAICA AV/CRESCENT ST,,40.689224,-73.874067,
301494,JAMAICA AV/HEMLOCK ST,,40.689797,-73.872708,
301495,CRESCENT ST/ETNA ST,,40.686779,-73.873232,
301496,CRESCENT ST/RIDGEWOOD AV,,40.685109,-73.872714,
301497,CRESCENT ST/FULTON ST,,40.683379,-73.872165,
301499,CRESCENT ST/WELDON ST,,40.680106,-73.871245,
301500,CRESCENT ST/LIBERTY AV,,40.678255,-73.870780,
301501,EUCLID AV/LIBERTY AV,,40.677580,-73.872530,
301502,EUCLID AV/GLENMORE AV,,40.676314,-73.872208,
301503,EUCLID AV/PITKIN AV,,40.675032,-73.871889,
301504,EUCLID AV/BELMONT AV,,40.673887,-73.871607,
301505,EUCLID AV /SUTTER AV,EUCLID AV  & SUTTER AV,40.672756,-73.871349,
301506,EUCLID AV /BLAKE AV,EUCLID AV  & BLAKE AV,40.671246,-73.871021,
301507,EUCLID AV/DUMONT AV,,40.669486,-73.870512,
301511,CRESCENT ST/STANLEY AV,,40.665146,-73.867532,
301512,CRESCENT ST/WORTMAN AV,,40.663570,-73.867143,
301516,EASTERN PY/ROCHESTER AV,,40.668367,-73.927927,
301517,EASTERN PY/BUFFALO AV,,40.668256,-73.925857,
301521,PITKIN AV/SARATOGA AV,,40.668716,-73.916831,
301522,PITKIN AV/HERZL ST,,40.668984,-73.915036,
301530,DUMONT AV/MOTHER GASTON BL,,40.664647,-73.905103,
301531,POWELL ST/DUMONT AV,,40.665400,-73.902785,
301532,POWELL ST/BLAKE AV,,40.666938,-73.903175,
301534,SUTTER AV/POWELL ST,,40.668134,-73.903109,
301535,SUTTER AV/VAN SINDEREN AV,,40.668405,-73.901302,
301536,SUTTER AV/WILLIAMS AV,,40.668825,-73.898468,
301537,SUTTER AV/GEORGIA AV,,40.669087,-73.896694,
301538,SUTTER AV/PENNSYLVANIA AV,,40.669370,-73.894783,
301539,SUTTER AV/WYONA ST,,40.669782,-73.892011,
301540,SUTTER AV/MILLER AV,,40.670061,-73.890154,
301541,SUTTER AV/HENDRIX ST,,40.670328,-73.888401,
301542,SUTTER AV/BARBEY ST,,40.670598,-73.886588,
301543,SUTTER AV/WARWICK ST,,40.670851,-73.884868,
301544,SUTTER AV/CLEVELAND ST,,40.671097,-73.883213,
301545,SUTTER AV/LINWOOD ST,,40.671266,-73.882062,
301546,SUTTER AV/SHEPHERD AV,,40.671601,-73.879791,
301547,SUTTER AV/ATKINS AV,,40.671854,-73.877952,
301548,SUTTER AV/MILFORD ST,,40.672127,-73.876123,
301549,SUTTER AV/FOUNTAIN AV,,40.672353,-73.874256,
301550,SUTTER AV/EUCLID AV,,40.672810,-73.871152,
301551,SUTTER AV/CRESCENT ST,,40.673311,-73.869405,
301552,SUTTER AV/LINCOLN AV,,40.673527,-73.866348,
301553,SUTTER AV/GRANT AV,,40.673794,-73.864501,
301554,DREW ST/SUTTER AV,,40.673898,-73.862079,
301555,DREW ST/DUMONT AV,,40.670853,-73.861339,
301556,DREW ST/LINDEN BL,,40.669972,-73.861121,
301560,LINCOLN AV/BLAKE AV,,40.672000,-73.866189,
301561,SUTTER AV/AUTUMN AV,,40.673408,-73.868057,
301562,SUTTER AV/CRESCENT ST,,40.673127,-73.869917,
301563,SUTTER AV/EUCLID AV,,40.672948,-73.871180,
301564,SUTTER AV/FOUNTAIN AV,,40.672468,-73.874537,
301565,SUTTER AV/LOGAN ST,,40.672258,-73.875957,
301566,SUTTER AV/MONTAUK AV,,40.672000,-73.877796,
301567,SUTTER AV/BERRIMAN ST,,40.671724,-73.879661,
301568,SUTTER AV/ESSEX ST,,40.671463,-73.881464,
301569,SUTTER AV/ELTON ST,,40.671215,-73.883137,
301570,SUTTER AV/ASHFORD ST,,40.670975,-73.884767,
301571,SUTTER AV/JEROME ST,,40.670716,-73.886494,
301572,SUTTER AV/SCHENCK AV,,40.670440,-73.888351,
301573,SUTTER AV/VAN SICLEN AV,,40.670189,-73.890081,
301574,SUTTER AV/BRADFORD ST,,40.669925,-73.891899,
301575,SUTTER AV/VERMONT ST,,40.669658,-73.893712,
301576,SUTTER AV/PENNSYLVANIA AV,,40.669366,-73.895667,
301577,SUTTER AV/ALABAMA AV,,40.668957,-73.898436,
301578,SUTTER AV/HINSDALE ST,,40.668675,-73.900329,
301579,SUTTER AV/VAN SINDEREN AV,,40.668403,-73.902085,
301580,JUNIUS ST/SUTTER AV,,40.667997,-73.902622,
301581,JUNIUS ST/BLAKE AV,,40.666388,-73.902214,
301582,DUMONT AV/JUNIUS ST,,40.665178,-73.902327,
301583,DUMONT AV/POWELL ST,,40.665088,-73.903218,
301585,MOTHER GASTON BL/BLAKE AV,,40.666515,-73.905915,
301586,MOTHER GASTON BL/SUTTER AV,,40.668068,-73.906331,
301588,MOTHER GASTON BL/BELMONT AV,,40.669326,-73.906658,
301589,PITKIN AV/MOTHER GASTON BL,,40.670230,-73.907496,
301590,PITKIN AV/OSBORN ST,,40.669965,-73.909288,
301591,PITKIN AV/ROCKAWAY AV,,40.669678,-73.911206,
301593,PITKIN AV/AMBOY ST,,40.669124,-73.914920,
301594,PITKIN AV/STRAUSS ST,,40.668850,-73.916762,
301595,PITKIN AV/LEGION ST,,40.668646,-73.918151,
301597,EASTERN PY/RALPH AV,,40.668611,-73.923031,
301598,EASTERN PY/BUFFALO AV,,40.668725,-73.925201,
301599,EASTERN PY/ROCHESTER AV,,40.668888,-73.928204,
301601,EASTERN PY/SCHENECTADY AV,,40.669191,-73.933719,
301602,SHORE RD/4 AV,,40.611761,-74.035120,
301603,SHORE RD/3 AV,,40.612824,-74.036255,
301604,SHORE RD/99 ST,,40.614081,-74.037102,
301605,SHORE RD/97 ST,,40.615508,-74.037701,
301606,SHORE RD/RIDGE BL,,40.617525,-74.038876,
301607,SHORE RD/OLIVER ST,,40.619415,-74.040023,
301608,SHORE RD/91 ST,,40.622004,-74.040075,
301609,NARROWS AV/89 ST,,40.623165,-74.039924,
301610,NARROWS AV/86 ST,,40.625210,-74.039086,
301611,86 ST/COLONIAL RD,,40.624571,-74.036135,
301612,86 ST/RIDGE BL,,40.623914,-74.033361,
301613,86 ST/3 AV,,40.623420,-74.031246,
301614,86 ST/4 AV,,40.622299,-74.027696,
301615,86 ST/5 AV,,40.621293,-74.026112,
301616,FT HAMILTON PKY/86 ST,,40.620617,-74.024044,
301620,FT HAMILTON PY/77 ST,,40.624941,-74.017623,
301621,FT HAMILTON PY/BAY RIDGE PY,,40.625847,-74.016222,
301622,FT HAMILTON PKY/74 ST,,40.626451,-74.015332,
301623,FT HAMILTON PY/72 ST,,40.627390,-74.013927,
301624,FT HAMILTON PY/BAY RIDGE AV,,40.628551,-74.012191,
301625,FT HAMILTON PY/68 ST,,40.629309,-74.011060,
301626,FT HAMILTON PY/66 ST,,40.630267,-74.009619,
301628,FT HAMILTON PY/62 ST,,40.632246,-74.006665,
301646,36 ST/CLARA ST,,40.642802,-73.985374,
301647,36 ST/12 AV,,40.643499,-73.986516,
301648,12 AV/CHESTER AV,,40.644517,-73.984026,
301649,12 AV/DAHILL RD,,40.645623,-73.981193,
301651,CATON AV/MC DONALD AV,,40.647264,-73.979852,
301652,CATON AV/E 4 ST,,40.647601,-73.976886,
301653,CATON AV/OCEAN PY,,40.647749,-73.975405,
301654,CATON AV/E 8 ST,,40.647732,-73.972587,
301655,CATON AV/CONEY ISLAND AV,,40.648127,-73.971567,
301657,CATON AV/WESTMINSTER,,40.649312,-73.968453,
301658,CATON AV/RUGBY RD,,40.650014,-73.966687,
301659,CATON AV/E 16 ST,,40.650724,-73.964896,
301663,OCEAN AV/CATON AV,,40.652293,-73.961525,
301664,CATON AV/ST PAULS PL,,40.651443,-73.963410,
301665,CATON AV/PARADE PL,,40.650779,-73.965097,
301667,CATON AV/ARGYLE RD,,40.649526,-73.968251,
301669,CATON AV/CONEY ISLAND AV,,40.648349,-73.971236,
301671,CATON AV/OCEAN PY,,40.647839,-73.974537,
301672,CATON AV/E 5 ST,,40.647752,-73.976731,
301673,CATON AV/E 3 ST,,40.647563,-73.978551,
301674,CATON AV/MC DONALD AV,,40.647390,-73.980133,
301675,DAHILL RD/12 AV,,40.645850,-73.981164,
301676,12 AV/CHESTER AV,,40.644382,-73.984750,
301677,37 ST/12 AV,,40.642846,-73.987053,
301678,37 ST/13 AV,,40.641791,-73.985295,
301679,13 AV/39 ST,,40.640400,-73.986628,
301680,13 AV/41 ST,,40.639308,-73.987767,
301681,13 AV/43 ST,,40.638193,-73.988924,
301682,13 AV/45 ST,,40.637074,-73.990095,
301683,13 AV/47 ST,,40.635948,-73.991266,
301684,13 AV/49 ST,,40.634862,-73.992394,
301685,13 AV/52 ST,,40.633149,-73.994185,
301686,13 AV/54 ST,,40.632347,-73.995010,
301689,57 ST/12 AV,,40.632090,-73.999243,
301690,57 ST/11 AV,,40.633462,-74.001513,
301691,57 ST/FT HAMILTON PY,,40.634494,-74.003217,
301692,FT HAMILTON PY/58 ST,,40.633904,-74.004482,
301694,FT HAMILTON PY/62 ST,,40.632238,-74.006971,
301698,FT HAMILTON PY/BAY RIDGE AV,,40.628812,-74.012090,
301700,FT HAMILTON PY/73 ST,,40.626893,-74.014961,
301701,FT HAMILTON PY/BAY RIDGE PY,,40.625907,-74.016434,
301707,86 ST/5 AV,,40.621637,-74.026347,
301708,86 ST/4 AV,,40.623009,-74.028775,
301709,86 ST/3 AV,,40.623508,-74.030868,
301710,86 ST/RIDGE BL,,40.624278,-74.034136,
301711,86 ST/COLONIAL RD,,40.624920,-74.036838,
301714,SHORE RD/88 ST,,40.624295,-74.040876,
301715,SHORE RD/NARROWS AV,,40.622687,-74.040489,
301716,SHORE RD/91 ST,,40.621235,-74.040435,
301717,SHORE RD/OLIVER ST,,40.618872,-74.039907,
301718,SHORE RD/RIDGE BL,,40.616924,-74.038721,
301719,SHORE RD/97 ST,,40.614978,-74.037686,
301720,SHORE RD/99 ST,,40.613570,-74.037041,
301721,3 AV/SHORE RD,,40.612681,-74.035895,
301722,3 AV/MARINE AV,,40.614823,-74.034585,
301723,MARINE AV/4 AV,,40.614019,-74.032866,
301724,4 AV/99 ST,,40.613509,-74.033120,
301725,4 AV/100 ST,,40.612591,-74.033902,
301726,SEAVIEW AV/E 108 ST,,40.639112,-73.881742,
301727,SEAVIEW AV/E 105 ST,,40.637852,-73.883700,
301728,SEAVIEW AV/E 102 ST,,40.636411,-73.885940,
301730,SEAVIEW AV/ROCKAWAY PY,,40.634027,-73.889626,
301731,SEAVIEW AV/E 95 ST,,40.632648,-73.891700,
301732,SEAVIEW AV/E 93 ST,,40.631711,-73.893157,
301733,SEAVIEW AV/REMSEN AV,,40.630548,-73.894945,
301734,REMSEN AV/AV N,,40.632384,-73.897068,
301735,REMSEN AV/AV M,,40.633964,-73.898828,
301736,REMSEN AV/AV L,,40.635607,-73.900663,
301737,REMSEN AV/AV K,,40.637162,-73.902393,
301738,REMSEN AV/AV J,,40.638879,-73.904304,
301739,REMSEN AV/FLATLANDS AV,,40.640566,-73.906183,
301740,REMSEN AV/GLENWOOD RD,,40.642066,-73.907860,
301742,REMSEN AV/FOSTER AV,,40.645197,-73.911336,
301743,REMSEN AV/AV D,,40.646258,-73.912513,
301744,REMSEN AV/DITMAS AV,,40.648043,-73.914547,
301745,REMSEN AV/AV B,,40.649261,-73.916153,
301746,REMSEN AV/AV A,,40.651406,-73.918291,
301747,REMSEN AV/CHURCH AV,,40.653114,-73.920191,
301748,REMSEN AV/LINDEN BL,,40.654137,-73.921440,
301749,REMSEN AV/KINGS HY,,40.655068,-73.922414,
301750,REMSEN AV/LENOX RD,,40.656313,-73.923802,
301751,REMSEN AV/CLARKSON AV,,40.657941,-73.925541,
301752,REMSEN AV/WINTHROP ST,,40.659630,-73.927428,
301753,REMSEN AV/RUTLAND RD,,40.661250,-73.929239,
301755,EAST NEW YORK AV/SCHENECTADY AV,,40.662610,-73.934919,
301756,TROY AV/EAST NEW YORK AV,,40.662806,-73.937304,
301757,TROY AV/EMPIRE BL,,40.664096,-73.937058,
301758,TROY AV/MONTGOMERY ST,,40.664936,-73.936985,
301759,TROY AV/CARROLL ST,,40.666673,-73.936811,
301760,TROY AV/EASTERN PY,,40.668753,-73.936618,
301762,GLENWOOD RD/EAST 96 ST,,40.644830,-73.902673,
301766,E 80 ST/PAERDEGAT 15 ST,,40.627883,-73.900544,
301767,E 80 ST/AV N,,40.628798,-73.902575,
301768,AV L/E 83 ST,,40.632158,-73.905236,
301769,AV L/E 85 ST,,40.633101,-73.903786,
301770,AV L/E 87 ST,,40.634041,-73.902329,
301776,REMSEN AV/E 51 ST,,40.661940,-73.930306,
301777,REMSEN AV/RUTLAND RD,,40.660567,-73.928782,
301778,REMSEN AV/E 54 ST,,40.658899,-73.926928,
301779,REMSEN AV/E 56 ST,,40.657845,-73.925751,
301781,REMSEN AV/KINGS HY,,40.654716,-73.922258,
301783,REMSEN AV/CHURCH AV,,40.652524,-73.919799,
301786,REMSEN AV/DITMAS AV,,40.648121,-73.914889,
301788,REMSEN AV/FOSTER AV,,40.644569,-73.910970,
301789,REMSEN AV/FARRAGUT RD,,40.642896,-73.909094,
301790,REMSEN AV/GLENWOOD RD,,40.641418,-73.907461,
301791,REMSEN AV/FLATLANDS AV,,40.639885,-73.905751,
301792,REMSEN AV/AV J,,40.638294,-73.903984,
301793,REMSEN AV/AV K,,40.636494,-73.901976,
301794,REMSEN AV/AV L,,40.635011,-73.900328,
301795,REMSEN AV/AV M,,40.633357,-73.898483,
301796,REMSEN AV/AV N,,40.631703,-73.896644,
301797,REMSEN AV/SEAVIEW AV,,40.630431,-73.895227,
301798,SEAVIEW AV/E 91 ST,,40.630757,-73.894216,
301799,SEAVIEW AV/E 93 ST,,40.631927,-73.892375,
301800,SEAVIEW AV/E 95 ST,,40.632823,-73.890982,
301801,SEAVIEW AV/ROCKAWAY PY,,40.634007,-73.889096,
301802,SEAVIEW AV/E 99 ST,,40.634939,-73.887653,
301803,SEAVIEW AV/E 102 ST,,40.635964,-73.886066,
301804,SEAVIEW AV/E 104 ST,,40.637282,-73.884018,
301811,AV L/E 86 ST,,40.633323,-73.903710,
301812,AV L/E 84 ST,,40.632361,-73.905196,
301813,AV L/E 82 ST,,40.631653,-73.906292,
301814,E 80 ST / PAERDEGAT 7 ST,E 80 ST  &  PAERDEGAT 7 ST,40.630722,-73.907257,
301815,E 80 ST/PAERDEGAT 10 ST,,40.629486,-73.904635,
301816,E 80 ST/PAERDEGAT 13 ST,,40.628331,-73.902068,
301839,WYCKOFF AV/MENAHAN ST,,40.701410,-73.914360,
301840,WYCKOFF AV/GREENE AV,,40.702309,-73.915924,
301841,WYCKOFF AV/STANHOPE ST,,40.703119,-73.917182,
301846,FLUSHING AV/THAMES ST,,40.705907,-73.925899,
301856,GRAND ST/OLIVE ST,,40.712412,-73.938816,
301857,GRAND ST/BUSHWICK AV,,40.711905,-73.941236,
301860,METROPOLITAN AV/GRAHAM AV,,40.714513,-73.944865,
301875,FLUSHING AV/MELROSE ST,,40.705555,-73.926430,
301879,WYCKOFF AV/DE KALB AV,,40.704324,-73.919370,
301880,WYCKOFF AV/STANHOPE ST,,40.703163,-73.917502,
301881,WYCKOFF AV/HARMAN ST,,40.702268,-73.916072,
301882,WYCKOFF AV/BLEECKER ST,,40.701396,-73.914572,
301883,WYCKOFF AV/GROVE ST,,40.700553,-73.913041,
301919,FLUSHING AV/WASHINGTON AV,,40.697647,-73.967907,
301920,FLUSHING AV/RYERSON ST,,40.697567,-73.965902,
301925,FLUSHING AV/WASHINGTON AV,,40.697784,-73.968426,
301931,DE KALB AV/CARLTON AV,,40.689633,-73.972000,
301933,DE KALB AV/S PORTLAND AV,,40.689752,-73.974946,
301934,DE KALB AV/FT GREENE PL,,40.689826,-73.976966,
301943,LINDEN BL / LOGAN ST,LINDEN BL  &  LOGAN ST,40.666470,-73.872900,
301944,LINDEN BL/ATKINS AV,,40.665257,-73.875603,
301945,LINDEN BL/SHEPHERD AV,,40.664763,-73.876793,
301947,ASHFORD ST /LINDEN BL,ASHFORD ST  & LINDEN BL,40.662493,-73.880728,
301956,PENNSYLVANIA AV/WORTMAN AV,,40.655845,-73.888435,
301957,PENNSYLVANIA AV/STANLEY AV,,40.657304,-73.889508,
301958,PENNSYLVANIA AV/LINDEN BL,,40.658316,-73.890316,
301959,PENNSYLVANIA AV/HEGEMAN AV,,40.660226,-73.891812,
301960,PENNSYLVANIA AV/NEW LOTS AV,,40.662151,-73.893256,
301961,PENNSYLVANIA AV/RIVERDALE AV,,40.663080,-73.893563,
301962,PENNSYLVANIA AV/LIVONIA AV,,40.665216,-73.894109,
301963,PENNSYLVANIA AV/DUMONT AV,,40.666585,-73.894466,
301964,PENNSYLVANIA AV/BLAKE AV,,40.668098,-73.894859,
301965,PENNSYLVANIA AV/SUTTER AV,,40.669649,-73.895252,
301966,PENNSYLVANIA AV/BELMONT AV,,40.670884,-73.895551,
301967,PENNSYLVANIA AV/PITKIN AV,,40.672234,-73.895908,
301973,JAMAICA AV/BROADWAY,,40.677004,-73.900089,
301975,BROADWAY/CONWAY ST,,40.679287,-73.904103,
301976,BROADWAY/EASTERN PY,,40.679994,-73.905311,
301977,BROADWAY/ABERDEEN ST,,40.681143,-73.907315,
301978,BROADWAY/GRANITE ST,,40.682028,-73.908833,
301979,BROADWAY/CHAUNCEY ST,,40.682890,-73.910345,
301980,BROADWAY/COOPER ST,,40.683723,-73.911815,
301982,DECATUR ST/BUSHWICK AV,,40.685421,-73.910751,
301983,DECATUR ST/EVERGREEN AV,,40.687139,-73.909077,
301984,DECATUR ST/CENTRAL AV,,40.688526,-73.907705,
301985,DECATUR ST/WILSON AV,,40.690007,-73.906254,
301986,DECATUR ST/KNICKERBOCKER AV,,40.691472,-73.904816,
302013,IRVING AV/COVERT ST,,40.693459,-73.904755,
